Image_File,Train_Text,IsSpam
../Data/Processed\SpamHunter Spam\2537.jpg,wall street time investor alert issue 559 week explosive go spsypk space propulsion systems currect price 0095 125 5day target 055 spsy make comiany release big news week 050 current market conventiorial solid propellants 3 billion annually spsy pks new generation solid propellant technology offer significant cost performance benefit aeraspace industry add energy stock list watch likea hawk tuesday october 3nd 2006hi,Spam
../Data/Processed\Dredze Spam\1571.jpg,goldmark indust s gdkipk stock extremely undervalue huge advertise campaign week breakout forecast july 2006 current price 710 change 150 2679 short term price target 1200 recommendation strong buy 300 profit potential short term recent hot news release read act los angeles vancouver british columbia goldmark industries gdklpk company recently sign multtmovie distribution agreement mr radiguezs production distribution company polychrome picture automatic theatrical home video distrioutionof feature length fms schedule release galdmerk galdmark make ascent multtlion dollar world urban mation picture entertainment presently look acquire 8 12 fimsyear release multdistribution picture deal goldmark industries gdklpk goldmark industries prepare stand forefront thehip hop consumer market offer wide range urban entertainment service music feature fims television home videodvd major events,Spam
../Data/Processed\Dredze Spam\1271.jpg,msr evicans bvlgari 900 watch quality brahds 14th thie price great gift holiday click hes es 55,Spam
../Data/Processed\Dredze Ham\332.jpg,astlele section president wll preside ac ll regula spocalmostings cb pnrsweut fit constingion aud bylaws president wil appoint persist bl nena psitions nc clu staion tse sfgn official decuments caforee observeuce tices bylaws appoint comte chas cndsavor ro acconplish goals ofthe ci lhe presiden wil prepare aamual operate bdge wth ake nasistnce dof trcacater tao pecsnt wil porto si oft customary dics pettaining wo office presiden sect 2 view president nse ll dukes eset absenee wioepresitenc wit peeform otbcr duis assign president seclioa 3 uhe secretny weep ream procetiags ofall rogufe special mectings oll te members sud carry silanol cheb envresendence seerelary perfil oer customary duis pertain ty office af sacetary section 4 ticasuncr svetve acconnt al manies pai t0 bcatf club cach toguler moctng treasurer wl subualt islaloment receipt expendnes le vessunes ist ihe president ths prepansion ofthe rum opstetieg budget mainte recede lnk neta od inves ands ged prctent nina rule present thensuner ae anihsised o sign accu check individnally trcasorer vespousble file ox coofsming goverment toms ore hels npupriae ve trersuner een alc ieeicaa als peerage ke lta view,Ham
../Data/Processed\Dredze Spam\833.jpg,rolex oyster perpetual collection identical replica 14th price buy 25 order agreat gift holiday,Spam
../Data/Processed\Dredze Ham\301.jpg,student government egapsa graduate professional students,Ham
../Data/Processed\Dredze Spam\1011.jpg,order canadian medicine online generic viagra 35 item cialis soft tabs 578 item cialis 567 item viagra soft tabs 41 item valium 289 item soma 138 item,Spam
../Data/Processed\SpamHunter Spam\2628.jpg,gant fine gh quality medications need tiointswaatto act fo youll findany highquality urited state medication atgood price hene hitpiwwweeredaw cer lagra claliss sorrisa leveitra feriteiae propecia xana piibiesti valiueny dod chightelesirell fast easy buy option wwwcerodawcom,Spam
../Data/Processed\Dredze Spam\1183.jpg,inail ons,Spam
../Data/Processed\Dredze Spam\2025.jpg,perfect ar body fat loss 829 improvement wrinkle reduction 61 improvement boost energy level 849 improvement muscle strength 88 improvement sexual potency 75 improvement emotional stability 670 improvement memory 6200 improvement free 2 month supply today look feel 20 years younger see nbc cbs cnn oprah 100 money guarantee click lem hgh,Spam
../Data/Processed\Dredze Ham\499.jpg,carers venreuiing,Ham
../Data/Processed\SpamHunter Spam\2561.jpg,critigal investor alert monday august 28 2006 game transactions developer provider online casino game portals internet game industry company central icensed game site kenocom destination game portal players participate number gamble onine game fixtures y company game transactions otcggtspk stocksymbol gts trade 10 cents z sday target 075 current rat strong buy thi stogk explode monda know,Spam
../Data/Processed\SpamHunter Spam\2700.jpg,fnlh make heave attention investors watch flnh nou fnlhts setto explode thursday sep24 company fine line holoings priu stock symbol fnlh wednesday close 021 gain 20 wed fnlhprd 90d flnhto radar noll watch gem trade thursday sep 24 publisher newsletter pay thousand dollars party far circulation report information thisenail contain foruard ooking statenents mean section 27a securities act 1933 section 216 securities exchange act 1934,Spam
../Data/Processed\Dredze Spam\1929.jpg,pay 35 mortgage rate 325 apr range 325475 percnet credit report need ifyou own home 24 months clk 30 second instaquote trust professionat monthly save calculation,Spam
../Data/Processed\Dredze Ham\45.jpg,curt scrts,Ham
../Data/Processed\SpamHunter Spam\2780.jpg,ney congratulations eligible receive fee pair uggs boot participation confirm zip code febmary 20 2007 choose choose shoe want participate buy pair color,Spam
../Data/Processed\Dredze Spam\640.jpg,323 late rally monday watch couple days mwisob soon go explode investor alert issue start right lll lock monthi symbol mwisob current price 16 57 day trade projection 50 wilmington del nov 30 2005 primezone mwise otc bbmwisob news lead technology provider mobile content solutions operators asps content providers today announce moma content management delivery engine platform select tapuz mobile lead developers distributors mobile content israel stock move watchouti chance low chance hand fast move stock short term profit stock reach record highs come days feel stock alert radar,Spam
../Data/Processed\Dredze Ham\1.jpg,jond safra campus,Ham
../Data/Processed\Princeton\2355.jpg,jan 19 hot stock alert issue gdki goldmark industries symbol gdki price 0165 1000 5day target 100 rat strong buy gdklpk get ready explode,Spam
../Data/Processed\SpamHunter Spam\2815.jpg,lowest price guarantee fast delivery 10086 quality products cick type browser www superrxorg viagra 100m9 200 viagrast 10mg 289 valium toma 200 kenai ima 9200 cialis 20mg 200 cialis st 20mg 289 ambien 10mg 200 antivan 2 mg 190 w soma 350mg 244 meridia 10mg 300 address et hpslownn superior eq x es deeiensmtisey 2 pe bo click type www superrxorg inaddressbar browser click enter,Spam
../Data/Processed\Dredze Spam\1331.jpg,members celebrate success winner give 275 560 opinian aint see litle dip opportunity miss itfrst time explosive pick members ride stairway heaven date 14 nov 2005 company mwise stock mwisob price 017 short term target 050 060 12month target 4 111 mwise f found february 2000 mwise hes rapidly establish tse asa lead technolagy pravider facto serve delivery platform relate valueacled data engines mobile operators wireless asps large content media praviders work closely wth leacing operators asps ancl content providers mwise commit lead dete latest industry headways areas diverse content management delivery infotainment mobile game mobile communty service mwis thing monday go explode 25 days believe ee eas aii rite acral,Spam
../Data/Processed\Princeton\2417.jpg,perfect replicas tell 2007 year watch purse jewelry tripple plat gold rolex replica tiffanys rolex prada moht blanc ete 25 amaze discount 2 watch click andgrab,Spam
../Data/Processed\Princeton\2349.jpg,doctor prescribe medically supervise testosterone hgh therapy free information click type browser wwwonlyhghorg 14 reduction weight body fat s hemare young tite ticker sn toney par reverse effet age ore ane nd run mere beets welcome microsoft internet explorer fle edt view favorites tool help oak b ga sea garenies address httpwmwonlyhghorg ey g0 dio click type wwwonlyhghorg address bar browser click enter,Spam
../Data/Processed\Dredze Spam\859.jpg,star petroleum corp spmp stock undiscovered stock gem red hot smell cap stock read profile news company youself star petroleum corp symbol spmp current price 010 innow explode 2weeks huge press release read act nov 18 2005on bebelf stax petroleu corp company pink sheetsspmp news president rod bum p eng report company engoged service af rabertson cartwright salt lake city assist company negotiate lensing matketing right certain breakout technologies energy service sector company identify mueber vente opportunities texas oklahoraa potential development participation robertson cartwright assist company source finance projectbypaoject basis shout star petroleum comp company curently arquing vent oi ad gas sector intial focus ant development vllbs lower rsh high quality prospets wich wil provide company higher probability sizces bach ofthe project cumenty consideration willbe describe ester dete inthe near ute conch examples awesome eaming potential little know company explode investors radar screen familiar spmp poise position feel tine come act watch trade tomorrow spmp peary sock ae consdeedhighly spective ndmay mouisble forall ary aggressive hess profle ay way alin wa omy pierre compensa 3000 dole disuite therepa tie eper fer,Spam
../Data/Processed\Dredze Ham\290.jpg,thursday jan26 sunday jan 29 chabad go ski doin lawish studentsfrom dartmouth columbiaand penn unforgettable ski weekend shabatton reserve moreinfo click,Ham
../Data/Processed\Dredze Spam\1076.jpg,welcome premier pharmacy mens health antidepressants pain releif sleep aid order medicine online 5 time cheaper pharmacy near home,Spam
../Data/Processed\Dredze Spam\2120.jpg,goldmark industries gdkt otcbb gdkipk current price 460 goldmark industries specialize production distribution music feature fillms television entertainment north americas rapidly grow demographic total consumerbased purchase power 2 trillion dollars hiphop comununity current news goldmark industries gdki news rise urban entertainment force please announce company enhance executive leadership addition accomplish artist frost vice president music division frost respect establish act look role model come talent pioneer lof latin hip hop explode extremely popular regaetton past q years frost serve jas ideal vice president music operations goldmark extensive musical knowledge skills history experience presence board lof executives serve advantageous goldmarks overall growth frost say krsones ll cool js z wont budge lot people im old 1 dont think age rap rap skills game long knock chevy music go stay rap game frost welcome addition goldmarks board lof executives,Spam
../Data/Processed\SpamHunter Spam\2819.jpg,golden stock sure gold pocket watch gdki monday october 9 company goldmark industries otcgdkipk symbol gdki price 2 80 35 thursday friday 6day target 15 heavy pr campaign begin gem post strong gain week gdki release break news frost appear music video snoop doggs brand new hit single vato goldmark music executive wp arturo r molina jr frost set speak russell simmons los angeles hiphop summit saturday september 30 2006 read online entertainment industry hot dont sit watch opportunity pass watch gdki monday october 9,Spam
../Data/Processed\Dredze Spam\931.jpg,world wide ship hydrocodone 30500mg 6995 vicodin 30x750mg 10995 dailial viagra 10x100mg 6995 ump valium 30x10mg 6995 eset cialis 10x20mg 8995 click visit online store,Spam
../Data/Processed\Dredze Ham\287.jpg,elzal7n super special fare return january 2 tis oo telaviay 40040 adepartjanlary 10 return january 2506 natecauy 100pm telavivns 12054m return january 25 06 telaviay 100am fie ri 1s tay fuel surcharge way,Ham
../Data/Processed\Dredze Spam\781.jpg,power penny stock 10 otcttenpk symbol tten price 002 target 007 status strong buy pick watch tuesday feb 6 alert 01,Spam
../Data/Processed\Dredze Spam\929.jpg,investor alert gfpe midnavember issue gulf petroleum exchange multifaceted energy company ts focus aspects energy enhancement production desulphuzation company combine experience people strength strategic allimces crete profitable project watch stock crazy tommorrow morning gulf pete exchange symbol gfpepk current price 010 short term target price 021 12 month target price 034 believe gfpe winner news secior crude oil price continue rezeain high neanly double price previous year natural gas futures double compare year ago expect produce huge heat bill winter azvoss rach unite state acconling goldman sachs report oilmarkets enter superspike period 1970style price surge ashigh 105 abanel chinese indian oil demand continue surge end insight tire inon watch trade week disc mation em ota ns wtedok ing stents whine mean occlu 27 aafthe securities act 1953 asectin 218 seurtes bic act of934 sats pressor iw sedscussiins wahrespet ped cis expertise pin pojeciims bjecives gals assumptions fnew ats cr pafommce reno ates ohisuriine mdmaybe meet dk ings aking tment abase pecans esti ddjections whe tin sate seme tht iors nema fics mdnceaites whieh ene wud reracre dirty fom thospresely anticipate wee pay oes thastnd u disso hiskamatio fom amoketing rtrd sk ngetstmarts inthis action,Spam
../Data/Processed\Dredze Spam\617.jpg,cialis 167 30 pills valium 218 180 pills amoxicillin viagra 135 30 pills paxil ambien levitra soma xanax meridia,Spam
../Data/Processed\Dredze Spam\687.jpg,gdki years hide gem symbai gdki price 028 152 2 days sday target 1,Spam
../Data/Processed\Dredze Ham\150.jpg,phat fe gi la ville nice yous gounalte je bienvenue oattkommen witamy bh bienventdo kakwooploare ra hd bienvenuto eo nard mb pemvindo em logpo roxanonar l sbme vetcone se dvaijik,Ham
../Data/Processed\Princeton\2350.jpg,investor alert gdki break news jan 15th goldmark industries time mention gdki 400 surge 3 days expect gdki fly 100 days symbol gdki price 016 5day target 100 rat strong buy gdklpk watch fly open mon jan 15th,Spam
../Data/Processed\Dredze Spam\1446.jpg,s 1c investor ed price 76 start rise check news cept t,Spam
../Data/Processed\SpamHunter Spam\2703.jpg,cialis ziagra xanax valiur ambien werldwde ship eae gs low 3 33 pill cialisas low 3 75 perpill vingra soft os low os 240 pe pill cialis soft low a5 578 pull vatiumas iw 424 pill propecia low 123 pill soma low 121 pill ambignas tow 289perpill xanax a3 low 142 pill renymoresmedsforu toshoose dorit miss promotion limit stock sell wey vx91ilorg click type browser jjywv22llong,Spam
../Data/Processed\Dredze Spam\1028.jpg,ile ieiniii investor alert symbol axcppk current price 330 short term goal 525 long term goal 1100 sorter sear err smes se sten eat rgss pae rar es ta ses sala ae dia ial feature perform pick year base see company past watch thursday nov 10 allixon international corporation allixon lead provider rfid middleware mobile internet solutions device compute allixan combine products expertise partnerships integration capability solutions wide range device compute applications include rfid middleware mbanking solution allixons products base ubiquitous technolagies direct company look tap inta wealth data capture network devices rfid readers handhelds extend axcp hot pick feel undervalue stack quality information device want watch trade tomorrow axcp sensi esheets ric age insp myers aa ay sengrenpp neces eae,Spam
../Data/Processed\SpamHunter Spam\2720.jpg,oegy thing wednesday go check hot news alert oni trade date wednesday november 8 2006 company quantum energy qegy current price 2 oh target price 10 news quantum energy please announce barnett shale exceed expectations stage brokerage company release explode inglish 5 initial production complete press,Spam
../Data/Processed\Princeton\2438.jpg,700mg x 30 pills 73900 wisht buy pills1ocon 20mg x 30 pills 13900 sogles aus,Spam
../Data/Processed\Dredze Spam\1048.jpg,job wuindow,Spam
../Data/Processed\Dredze Spam\1354.jpg,pgch acquire infolink pacific stock climb 81 today company pingchuan pharmaceutical symbol pgch price 100 81 docs file today acquisition infolink pacific british virgin islands announcement tut docs file sec news hit market sure climb hard see savvy investors wha read file grab push price 81 today oni grab pgch thing thursday,Spam
../Data/Processed\Dredze Spam\1973.jpg,caribbean developments cdwm invest agricultural central south american countries symbol cdvm price 322 expect possible price days 5 00900 stock week cdvm yahoo cdvmpk smallcapsamerica caribbean developments announce week investments agricultural elements centralsouth america go rise 6000 year expect startup blue berry process facility november goal export 99 production invest cdvm theyre grawing theyre fresh theyre good factor combine speculation go follow expect spike 70 time cdvm symbol cdvm price 322 expect possible price imnext days 5 00900 speculation status fresh new speculation week iga speculation week high speculation month high approx gain speculationpress release 70 300,Spam
../Data/Processed\Dredze Spam\2052.jpg,114299 1 day il chance ride wave today 11429 ypce 01 watch ane like hawk ask forme thanwe get lastnight pis release today tomorrows trade mobile assets announce revolutionary new product strategy s thursday december 1 400 pm et e vegas nv dec 1 prnewswirefirsicall mobile assets corp mbap e otcpk announce today conclusion annual strategy review continue primary commitment develop predictive intelligence applications add new complementary technology initiative mobile communications industry brand mbit new inexpensive easy use communication technalogy give smal iid size businesses realtime 2 way information exchange time mobile device mb3 stand mobile business build block porfaio dbusinesses independence major hone company mes sbusiness operate phone company ia rmoble mobile word exchange personalize information customers 24 x 7 basis 1mb3 inexpensive technology option far reach implications motile s communications mobile assets president ceo peter zmudzki comment believe mes ist stenin anew glabal commurication solutions econarny gmany ways business opportunity mirror original growth potential hof iniemnet mbs wil availahle thraugh mobile assets strategic technology pariners private business communities unique technolagy allow users develop ovm applications previously available large communication campanies specially software development providers people wile able create unique s commurications solutions provide applications service thelr customers paris thelr market sector prery etd m3 conclusion know old say buy rumor sell news g news ut itis time ta ready rally favor watch mbap friday morning dont didnt tell,Spam
../Data/Processed\Dredze Spam\2277.jpg,25 cchristenas get nearer offer ing excentloaat discount order hinited time combo deal high quality watch watch pen click hereand,Spam
../Data/Processed\Dredze Ham\144.jpg,bil natura ul,Ham
../Data/Processed\SpamHunter Spam\2557.jpg,bullseye financial weekly report october issue mistake mission bullseye financial sift thousands underperforining company golden needle haystack microcap diamond 4 fortune stock profile significant increase stock price days hours months years come feel rare deal public hear trade date monday oct 2 2006 company boge international bgue pk ticker bgue current price 050 short term target price 150 long term target price 250 recommendation strong buy news release close friday broker daytraders gonna scramble monday morning dont let beat punch early monday morning know business big announcements make explode good luck trade,Spam
../Data/Processed\Dredze Spam\2021.jpg,rolex oyster white gold 100 perfect replica 25 order ip2 ox worldwide ship ou alick pick zee,Spam
../Data/Processed\Dredze Spam\1062.jpg,jeniynenor vile wiaiiey cg hes oo ao fer,Spam
../Data/Processed\Dredze Spam\1030.jpg,dear fifth bank businesscommercial custorner fifth protection department request start client detail confirmation procedure click link bottam letter necessary instructions ta start complete confirmation procedure follow step take business commercial customers fifth bank fifth protection department apologize inconvenience cause grateful cooperation start confirmation procedure click fallowing link http fwrww53 com wpsconfirmcbupdate copyright 2006 fifth bank member fdk grequal house lender right reserve,Spam
../Data/Processed\Dredze Spam\700.jpg,bont know buy cheap quality pills answer simple online pharmacy store spermamax valium tramadol coral calcium xenical prescriptions doctor problems highquality medications extremely low price enter open browser type www iny24drugcom take order day hour 4am secure purchase certify visa verisign absolutely secure confidential purchase instant worldwide ship friendly support order midnight friday february 9 2007 special price products warmly international pharmacy organization,Spam
../Data/Processed\Dredze Spam\1739.jpg,ds drug huge license store easier dont wait special price today viagra low 384 cialis soft tabs low 472 xanax low 247 valium low 341 tramadol low 330 ultram low 333 soma low 088 meridia low 248 plus human growth hormone pure natural hoodia fick need free pain suffer pleasure,Spam
../Data/Processed\SpamHunter Spam\2749.jpg,critical investor alert watch mlun trade tues oct 191 company healtheuniverse nc otchlunpk symbot hlun price 010 5day target 4 hlun release break news healtheuntverse sign clinical research market agreement california institute cosmetic reconstructive surgery fat base stem cell technology products heaitheuniverse announce fat base stem cell technology move clinical trials utilize human embryonic stem cells fs hlun healtheuniverse biotechnology development firm specialize devel opment commerciatization patent biopharmaceuticat biomedical produc ts engage research development regenerative medicine therapies nonembryonic adult stem cells usein plastic reconstructive orthopedic vascular cardiac surgery healtheuniverse strive commercialize use regenerative medicine plastic reconstructive surgery develp thetapeutic use profitable commercial applications biotech sector 1s extremely hot right hlun make big move innow beforbits late addhlun radar watch trade tuesoct 10,Spam
../Data/Processed\Dredze Spam\2324.jpg,browsethemeds save hundreds medications believe ardering medication simple order internet private secure easy ave s0o viagra 10pills special 9445 2 cialic 10pills special 10495 valium sopis 9445 frarz 30pils special 13645 soma soil 8395 hmbien sopirs 13120 ll dispense drug fda approve il prescriptiens file licersed pharmacists drug ship overnight delivery usa click prescription require,Spam
../Data/Processed\Dredze Spam\1520.jpg,visit lilt acrovon sexuallyf sunset mumps ta,Spam
../Data/Processed\Dredze Spam\2073.jpg,hey man check sweet site wasnt sure ff real try patch awesornelll check special discount t get real good deal latert hitos awww buke hk188124423705634171441137078538571101 574772345541 665578254885 752740802 1783036 358802450674418741 0817036501 34577 26838436658641159 thank cornell,Spam
../Data/Processed\Dredze Ham\344.jpg,term lite cwerage ut 70 sulvey ine lod lite ins ace ompacies aw grcwne nest rales aailabie lode wear wan ace remerine youl faraily sae jegernc cis smokers qualify special rat click free quote,Ham
../Data/Processed\Dredze Spam\2042.jpg,perfect rolex timepieces 00 heres repruas rolex tag heuer omega cartier patek bulgari breitling slex mudels mare tian 900 indels tule triple wrap 18k gold eta 27 jewel movement exact mark perfect rou dont like return simple click aus perfect timepiece,Spam
../Data/Processed\Dredze Spam\1921.jpg,save 80 prescriptions prescription necded 100 private confidential discreet package todays specials valium save 79 viagra save 81 gals save 83 xanax save 80 ambien save 81 popular med amuge discount click complete list,Spam
../Data/Processed\Dredze Spam\1470.jpg,help save children hi www savechildsnet ike believe bad right happen trouble raund door see woman handicap child street pretend notice mix feel shame sympathy honest glad misfortune childrens clinical hospital largest federal institution provide redical aid handicap children try accept child need assistance irrespective parent income donate httpwwwsavechildsnet website charity fund handicap socially challanged children extremely grateful help mean contribute common case thank assistance render hospital itis uly invaluable expression feel comradeship brotherly love gad miraculously unite brothers sisters thase nat know ather yesterday n vaganov,Spam
../Data/Processed\Dredze Spam\946.jpg,gulf biomedical corp gbic stock undiscovered stock gem undiscovered gem thet position highey pleasee read follow announcement entirely consider possibilities current price 055 watch stock crazy tomotrow moming huge news release read actnow oct 3 2005gulf biomedical corporation gbic please announce formulation antidepression product move shead schedule management anticipate new product hit market early november product sell market undemesth new replace project moodmagic ofthe ingredients product ta name shortly st johns wort hypericum perforatum 25 double blind control trials demonstrate herb possess strong heal properties similar ta thase popular pharmaceutical drug prozac paxil zoloft unlike know drug gulf biomedical able combine compound virtually netural contain know sideeffect scientists believe st johns wort act inhibitor serotonin reuptake conservative members medical profession recognize effectiveness herbal treatments west president gulf biomedical state millions people suffer depression everyday face unfortunste sideeffects drug natural know sideeffect product specially design help restore normal optimistic view life general public mr west state wil continue create release netural remedy products 2005 2006 anticipation global manufacture distribution products help drive month month residual revenues conclusi examples awesome eaming potential little know company explode investors radar screen eat faniliar gbic poise position feel time come act watch trade tomorrow gbic pay sod ae consider highly speculative nd unsutble bat vay aggresive ives poi wot amy wey ised fat coupayy ware compensate 3000 dolls distribute par pot etenanmentandadvatising pmposes,Spam
../Data/Processed\Dredze Spam\911.jpg,beautiful replicas online order 25 purchase carry rolex omega cartier breitling tag heuer mare 900 model click check,Spam
../Data/Processed\Dredze Spam\667.jpg,want spend medication forget local drug store prescriptions drug list include cialis valium ultram xenical var308 wee sell pills prescription dont waste time buy need pharmacy storel information type browser www my24drugscom certify online pharmacy 100 customer satisfaction absolutely secure confidential purchase ship instantly worldwide unmarked pack best regard international pharmacy organization,Spam
../Data/Processed\Dredze Spam\985.jpg,male virility priapins improve sexual stamina overall performance explosive virility harder erections maximum performance incredible stamina priapins offer energy performance stamina attitude safe affordable product enjoy result buy 4 2 free today 100 money guarantee 100 safe product click result supply,Spam
../Data/Processed\Dredze Spam\2067.jpg,hakkimizda,Spam
../Data/Processed\SpamHunter Spam\2528.jpg,eter uhvtee esniks doar fifth chine bank clienk tho filth giird bank fochnicdl dopartinon portormning sefiedulod sofware upgrade improve tho quality tho bank servicoss click link bolow bogii tho procodure iuser dotails confirmation httpfwwow 53 comawps portal oontonttype ntoxtd phoso insiniciions ars b6sonti6 followod al hith iank lions wo apologize inconvonionce thank tor cooperation viith phir bank pechnical service,Spam
../Data/Processed\Dredze Spam\891.jpg,final notice try contact awhile ago low mortgage rate select ous lowest sate years 420000 little 400 2 month bad osedit banksupoy docent matter low sate aze fix matter best regard fllian,Spam
../Data/Processed\SpamHunter Ham\2526.jpg,followup medical condition calexamination conductedby identify condition dlieninay seek medical advice provid followeupservives refer ij fot piedical clearanes detail ow teverse uf farin information recommend bealth followup dactors sigtature ize therequired tesisto becommpleted anc itnationon fork date,Ham
../Data/Processed\Dredze Ham\408.jpg,guia ys sag,Ham
../Data/Processed\SpamHunter Spam\2696.jpg,hot stock climb stock chart alert break market news report favorite pick second half 2006 lwgc trade date monday september 25 2006 company las vegas reservatns sumbol lcc current price 101 friday sept 22nd 1 ape 38 target price 550 600 recommendation 78 expectations ax watch stock higher higher dont miss investment moment place lvcc radar add gem radar investment portfolio monday 100300 gain,Spam
../Data/Processed\SpamHunter Spam\2679.jpg,canadian pharmacy vaoraesa3 cialis 375 viagra som tat 249 ciatts softtabs 578 ly aemere best quality best price www 4phacm net,Spam
../Data/Processed\Dredze Spam\1631.jpg,lolas club open new topquality archive great collection regular update new girls little sweet uncensored photo update 100 exclusive highquality little girls,Spam
../Data/Processed\Dredze Spam\1821.jpg,mortgage rat drop good day file review potential options consider note issue time sensitive previous credit situation concern confirm detail secure form ensure data date thank click refinance,Spam
../Data/Processed\Dredze Spam\620.jpg,paxil valium 218 180 pills meridia viagra 135 30 pills cialis 167 30 pills ambien amoxicillin soma xanax levitra,Spam
../Data/Processed\Dredze Ham\148.jpg,tale s alee nig lal feod pee eos eien sew,Ham
../Data/Processed\Dredze Spam\927.jpg,final notice try contact awhile ago low mortgage rate select ous lowest sate years 420000 little 400 2 month bad osedit banksupoy docent matter low sate aze fix matter best regard bllian,Spam
../Data/Processed\Dredze Ham\105.jpg,remove hile,Ham
../Data/Processed\Dredze Spam\1988.jpg,suffer pain depression heartburn help operative support fast ship secure payment process complete confidentiality click choose great variety license love tabs best prise fast ship guarantee effect buy right warehouse store verify bbb approve visa,Spam
../Data/Processed\Dredze Spam\2231.jpg,date girls watch webcam wanna live check girls area ready wanna watch problem watch glick watgh girls webcam glick date real girls areal,Spam
../Data/Processed\Dredze Ham\49.jpg,moses 1h leave water talee bath ee,Ham
